series_animedb_id,series_title,series_type,series_episodes,my_id,my_watched_episodes,my_start_date,my_finish_date,my_rated,my_score,my_storage,my_storage_value,my_status,my_comments,my_times_watched,my_rewatch_value,my_priority,my_tags,my_rewatching,my_rewatching_ep,my_discuss,my_sns,update_on_import
38924,Nekopara,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
36038,Net-juu no Susume,TV,10,0,10,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,TV,12,0,12,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
19815,No Game No Life,TV,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
33674,No Game No Life: Zero,Movie,1,0,1,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
17549,Non Non Biyori,TV,12,0,12,0000-00-00,2021-04-29,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
23623,Non Non Biyori Repeat,TV,12,0,8,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
21,One Piece,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
30276,One Punch Man,TV,12,0,12,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34134,One Punch Man 2nd Season,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
41899,Ore dake Haireru Kakushi Dungeon,TV,12,0,12,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
35484,Osake wa Fuufu ni Natte kara,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,TV,12,0,12,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
42282,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
50461,Otome Game Sekai wa Mob ni Kibishii Sekai desu,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
40834,Ousama Ranking,TV,23,0,23,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
19369,Outbreak Company,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
29803,Overlord,TV,13,0,13,2020-04-02,2020-04-03,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
35073,Overlord II,TV,13,0,13,2020-04-07,2020-04-09,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37675,Overlord III,TV,13,0,13,2020-04-09,2020-04-15,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
48895,Overlord IV,TV,13,0,13,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
26243,Owari no Seraph,TV,12,0,12,0000-00-00,0000-00-00,,4,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37522,Pet,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
39292,Princess Connect! Re:Dive,TV,13,0,10,0000-00-00,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
30240,Prison School,TV,12,0,12,0000-00-00,2020-01-06,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
13601,Psycho-Pass,TV,22,0,22,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
23281,Psycho-Pass 2,TV,11,0,11,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
39491,Psycho-Pass 3,TV,8,0,8,2020-01-14,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37440,Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu,Movie,1,0,1,2020-01-06,2020-01-06,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
33926,Quanzhi Gaoshou,ONA,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
37202,Radiant,TV,21,0,6,2020-02-14,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
39355,Radiant 2nd Season,TV,21,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
6114,Rainbow: Nisha Rokubou no Shichinin,TV,26,0,2,0000-00-00,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
31240,Re:Zero kara Hajimeru Isekai Seikatsu,TV,25,0,25,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV,13,0,13,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37221,Release the Spyce,TV,12,0,2,0000-00-00,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,TV,12,0,4,2020-04-04,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
32951,Rokudenashi Majutsu Koushi to Akashic Records,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
48363,RPG Fudousan,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
35905,Ryuuou no Oshigoto!,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
33255,Saiki Kusuo no Ψ-nan,TV,120,0,120,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34612,Saiki Kusuo no Ψ-nan 2,TV,24,0,24,0000-00-00,2020-08-01,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
51837,Saikin Yatotta Maid ga Ayashii,TV,11,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
5671,Saki,TV,25,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
13759,Sakura-sou no Pet na Kanojo,TV,24,0,20,0000-00-00,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
35994,Satsuriku no Tenshi,TV,16,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
20973,Sekai Seifuku: Bouryaku no Zvezda,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
42351,Senpai ga Uzai Kouhai no Hanashi,TV,12,0,12,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
38787,Senryuu Shoujo,TV,12,0,12,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
41456,"Sentouin, Hakenshimasu!",TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
38759,Sewayaki Kitsune no Senko-san,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
23273,Shigatsu wa Kimi no Uso,TV,22,0,18,0000-00-00,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
47161,Shikkakumon no Saikyou Kenja,TV,12,0,3,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,TV,12,0,12,2019-12-01,2020-01-01,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
30736,Shingeki no Bahamut: Virgin Soul,TV,24,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
47162,Shokei Shoujo no Virgin Road,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
32175,Shounen Maid,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
42923,SK∞,TV,12,0,12,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",TV,12,0,9,0000-00-00,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
39575,Somali to Mori no Kamisama,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
48736,Sono Bisque Doll wa Koi wo Suru,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
35839,Sora yori mo Tooi Basho,TV,13,0,13,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
45653,Soredemo Ayumu wa Yosetekuru,TV,12,0,3,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
50265,Spy x Family,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
50602,Spy x Family Part 2,TV,13,0,3,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
9253,Steins;Gate,TV,24,0,24,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
30484,Steins;Gate 0,TV,23,0,23,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
16524,Suisei no Gargantia,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
11757,Sword Art Online,TV,25,0,25,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
36475,Sword Art Online Alternative: Gun Gale Online,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
21881,Sword Art Online II,TV,24,0,24,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
36474,Sword Art Online: Alicization,TV,24,0,24,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
39597,Sword Art Online: Alicization - War of Underworld,TV,12,0,12,0000-00-00,2020-02-09,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40540,Sword Art Online: Alicization - War of Underworld 2nd Season,TV,11,0,11,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
48556,Takt Op. Destiny,TV,12,0,2,0000-00-00,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
46471,"Tantei wa Mou, Shindeiru.",TV,12,0,5,0000-00-00,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
35790,Tate no Yuusha no Nariagari,TV,25,0,25,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40356,Tate no Yuusha no Nariagari Season 2,TV,13,0,3,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
49891,Tensei shitara Ken Deshita,TV,12,0,4,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
37430,Tensei shitara Slime Datta Ken,TV,24,0,24,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
39551,Tensei shitara Slime Datta Ken 2nd Season,TV,12,0,12,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
38793,Tensei shitara Slime Datta Ken OVA,OVA,5,0,3,0000-00-00,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
39607,Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,Special,1,0,1,2020-03-28,2020-03-28,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
41488,Tensura Nikki: Tensei shitara Slime Datta Ken,TV,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
41353,The God of High School,TV,13,0,13,0000-00-00,0000-00-00,,4,,0.00,Completed,,0,,LOW,,0,0,1,default,0
3455,To LOVE-Ru,TV,26,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
22319,Tokyo Ghoul,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
27899,Tokyo Ghoul √A,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
36511,Tokyo Ghoul:re,TV,12,0,12,0000-00-00,0000-00-00,,4,,0.00,Completed,,0,,LOW,,0,0,1,default,0
41589,Tokyo Mew Mew New ♡,TV,12,0,2,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
52305,Tomo-chan wa Onnanoko!,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
14227,Tonari no Kaibutsu-kun,TV,13,0,13,0000-00-00,0000-00-00,,4,,0.00,Completed,,0,,LOW,,0,0,1,default,0
18139,Tonari no Seki-kun,TV,21,0,21,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
4224,Toradora!,TV,25,0,25,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
43523,Tsuki ga Michibiku Isekai Douchuu,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
41226,Uzaki-chan wa Asobitai!,TV,12,0,3,0000-00-00,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
33352,Violet Evergarden,TV,13,0,13,2020-02-11,2020-02-16,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
46095,Vivy: Fluorite Eye's Song,TV,13,0,13,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,TV,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37993,Watashi ni Tenshi ga Maiorita!,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
37393,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",TV,12,0,12,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
21085,Witch Craft Works,TV,12,0,12,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
43299,Wonder Egg Priority,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
41094,Xian Wang de Richang Shenghuo,ONA,15,0,15,2021-11-03,2021-11-03,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
50346,Yofukashi no Uta,TV,13,0,13,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
32615,Youjo Senki,TV,12,0,12,0000-00-00,2019-12-21,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37055,Youjo Senki Movie,Movie,1,0,1,2020-01-10,2020-01-10,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
51096,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,TV,13,0,3,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
34798,Yuru Camp△,TV,12,0,2,0000-00-00,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
10495,Yuru Yuri,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
50175,"Yuusha, Yamemasu",TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
23283,Zankyou no Terror,TV,11,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
34176,Zero kara Hajimeru Mahou no Sho,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
37976,Zombieland Saga,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40174,Zombieland Saga Revenge,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
